chrAll chrX chrY Label
VSMC_day21_Maass.run9 0.0391859327175865 0.0371364763064195 0.0136740406673969 female
Adrenal_gland_Schmitt_run1 0.00638686586830698 0.00686605905458307 0.00116826873972903 female
Adrenal_gland_Schmitt_run2 0.00765914450939447 0.0082117191137618 0.00138496557987111 female
Adrenal_gland_Schmitt_run3 0.0714906263174933 0.0781699246213627 0.0157464914324717 female
Cardiac_mesoderm_cell_day05_Zhang_run1 0.246658593646082 0.218409494511038 0.0417894465441083 female
Cardiac_mesoderm_cell_day05_Zhang_run2 0.292461438713681 0.257717433625333 0.0498690007228179 female
Cardiac_mesoderm_cell_day05_Zhang_run3 0.176116439418929 0.164369346894607 0.0324964529675157 female
Cardiac_progenitor_cell_day07_Zhang_run1 0.161465754973261 0.149578416606749 0.0305217001327074 female
Cardiac_progenitor_cell_day07_Zhang_run2 0.208814969631914 0.189237802051827 0.0369612361487934 female
Cardiac_progenitor_cell_day07_Zhang_run3 0.257604503848825 0.232177045639222 0.0456866870537486 female
H9hESC_day00_Zhang_run1 0.19644248657757 0.188809952672983 0.0352074088965927 female
H9hESC_day00_Zhang_run2 0.170108185848051 0.163894625187839 0.0305687754723851 female
H9hESC_day00_Zhang_run3 0.180100833571933 0.174148488445929 0.0327709717449233 female
HMEC_Rao_run2 0.0145653914507455 0.0138255936048047 0.00327647160019372 female
HMEC_Rao_run3 0.0153530496794065 0.0152916836320376 0.00350083958885789 female
IMR90_Dixon_run1 0.0446453269841892 0.0492721411268501 0.008727774965897 female
IMR90_Dixon_run2 0.0502659593374646 0.0555584098642859 0.00980526553575767 female
IMR90_Dixon_run3 0.0758992018151 0.0856986689290653 0.0144262850244066 female
IMR90_Rao_run1 0.228170542538699 0.212770613754811 0.0486534644278446 female
IMR90_Rao_run2 0.0251744172628068 0.0225938142690094 0.00539736068805484 female
IMR90_Rao_run3 0.336432921797407 0.332045307738077 0.0790146296141453 female
Islet_Lawlor_run1 0.443622766811053 0.487665025248669 0.105818583628144 female
Islet_Lawlor_run2 0.418769472803603 0.450601831013594 0.0994914937185267 female
Islet_Lawlor_run3 0.280746143580785 0.286972770823956 0.0611564404927254 female
Mesoderm_cell_day02_Zhang_run1 0.218776996749531 0.20186684394498 0.0383910753263973 female
Mesoderm_cell_day02_Zhang_run2 0.178020761834021 0.164909461715149 0.0327551925943187 female
Mesoderm_cell_day02_Zhang_run3 0.14805959779085 0.139135974578972 0.0275584525353801 female
Ovary_Schmitt_run1 0.00694704454463773 0.0075848257599394 0.00108662954634593 female
Ovary_Schmitt_run2 0.00978644785398387 0.0106926648940331 0.00151476350976189 female
Ovary_Schmitt_run3 0.0928487850888953 0.103234264325387 0.0179983841660505 female
Primitive_cardiomyocyte_day15_Zhang_run1 0.205836852773258 0.190933389609179 0.0377703588393779 female
Primitive_cardiomyocyte_day15_Zhang_run2 0.175168296243056 0.158954894484551 0.0307602047025888 female
Primitive_cardiomyocyte_day15_Zhang_run3 0.267835119344971 0.248444069742102 0.0490835380210691 female
Small_bowel_Schmitt_run1 0.00604077242538157 0.00637521336954649 0.00110419105947735 female
Small_bowel_Schmitt_run2 0.0069007098829458 0.00729678588423887 0.00125761402991905 female
Small_bowel_Schmitt_run3 0.080568726964344 0.0863612516449613 0.0172658681158323 female
TeloHAEC_TNFalphaControl_0h_Lalonde_run1 0.502385947237079 0.454789822885853 0.0968897861278547 female
TeloHAEC_TNFalphaControl_0h_Lalonde_run2 0.504065703263433 0.456326420070841 0.0971112883571627 female
TeloHAEC_TNFalphaControl_0h_Lalonde_run3 0.459738437568089 0.405060436240128 0.0885950029369667 female
TeloHAEC_Wilson_run1 0.0372117402153201 0.034565611790422 0.00872562564637947 female
TeloHAEC_Wilson_run2 0.0401239986426053 0.0372539711464741 0.00933255503503 female
TeloHAEC_Wilson_run3 0.0308784729937039 0.0289120041255851 0.0072559454240594 female
Ventricular_cardiomyocyte_day80_Zhang_run1 0.188480699604065 0.175096823175745 0.0333505366265451 female
Ventricular_cardiomyocyte_day80_Zhang_run2 0.227310141515291 0.210932031631836 0.0409324097550099 female
Ventricular_cardiomyocyte_day80_Zhang_run3 0.130511921703968 0.123529469630381 0.0244071132690512 female
